Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
1288.CBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,0.9990768402050164,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
678.T.RFLP.Sample.645,1.0140009537812609,50.338,-4.148,Free-living,Saline,Sediment (saline)
1748.4.24.12.FR.21.D,0.4926598519362153,40.01,-105.271,Host-associated,Animal,Animal surface
945.P9.E2.lane2.NoIndex.L002,1.0012278867945368,53.1,13.033,Free-living,Non-saline,Water (non-saline)
2229.S1.T3.4.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.007219595879114,-41.871,148.3033,Host-associated,Plant,Plant surface
1883.2008.425.Crump.Artic.LTREB.main.lane2.NoIndex,1.1450365429578122,68.82735,-149.74993,Free-living,Non-saline,Sediment (non-saline)
2229.S2.N1.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.1758038718217418,-33.5456,151.3093,Host-associated,Plant,Plant surface
1717.36L.low.fertilizer,1.6196850554197637,0.0936,34.477,Free-living,Non-saline,Soil (non-saline)
1748.5.15.12.FI.4.V,0.8889454562648874,39.06,-108.55,Host-associated,Animal,Animal surface
638.RMK.ENR.30.1,1.33274896259437,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
1773.Salt.max3.gizz,1.9071180066244429,8.878333,70.491111,Host-associated,Animal,Animal proximal gut
1883.2009.311.Crump.Artic.LTREB.main.lane3.NoIndex,1.0014746474921834,68.57366667,-149.5371667,Free-living,Non-saline,Surface (non-saline)
2229.W1.T23.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0338059145569996,-43.1369,147.9699,Host-associated,Plant,Plant surface
638.FRX7.120710.1,1.1664439856907207,-77.364,163.743,Free-living,Non-saline,Water (non-saline)
1041.S114.5,0.9827562780905836,46.91,-86.598,Free-living,Non-saline,Water (non-saline)
1064.G.CV268,1.073544227281886,18.22,-65.99,Host-associated,Animal,Animal corpus
1642.MS00413,1.0745336701844783,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1041.M041.5,0.8526926827438985,44.737,-86.721,Free-living,Non-saline,Water (non-saline)
2382.DPOO1.C1.HA.1.629.leav.9.12.lane8.NoIndex.L008.sequences,1.9941984732824427,41.02525,-72.46158,Host-associated,Plant,Plant corpus
1734.LD.NBS1069E,0.9406962648194536,17.746,-88.065,Host-associated,Animal,Animal distal gut
550.L5S101.s.5.sequence,0.943502618562613,40.015,-105.271,Host-associated,Animal,Animal secretion
1773.Columb.talpa4.ugi,0.9855912765403134,10.461667,66.839444,Host-associated,Animal,Animal proximal gut
1621.A8873,0.9473354237038768,42.444,-76.502,Host-associated,Animal,Animal distal gut
1222.B2.5.16.06,1.0222884332766962,60.27,5.22,Free-living,Saline,Water (saline)
1622.UPMain.11.12B,1.4064669166665542,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
550.L6S114.s.6.sequence,0.6603968831025212,40.015,-105.271,Host-associated,Animal,Animal secretion
933.N.3.2.H.E.3,1.0100873162893662,-31.71313,152.80253,Host-associated,Plant,Plant surface
1696.CT0009.3,0.8880105213669208,27.57,108.5,Host-associated,Animal,Animal distal gut
1747.buru.991965.fecal,0.9554884802801622,30.47,-81.67,Host-associated,Animal,Animal distal gut
1622.UPSub.46.47,0.7312389767624017,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2229.W2.T23.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.1620463940649557,-43.1369,147.9699,Host-associated,Plant,Plant surface
2192.H07a.Nose.3753.lane6.NoIndex.L006,0.9808260853696892,41.88,-87.63,Host-associated,Animal,Animal secretion
2229.S1.T22.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.2180367194736716,-43.1234,147.9758,Host-associated,Plant,Plant surface
2229.W1.N1.9.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.9754655259184702,-33.9907,151.2324,Host-associated,Plant,Plant surface
2229.T.B.I.3.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.048268211872199,-33.9907,151.2324,Host-associated,Plant,Plant surface
1521.Aphid41.s.7.1.sequences,0.9989985178063532,21.44,-158.0,Host-associated,Animal,Animal secretion
1883.2007.365.Crump.Artic.LTREB.main.lane2.NoIndex,1.093036330947626,68.633064,-149.62827,Free-living,Non-saline,Sediment (non-saline)
1773.Columb.passer6.crop,1.028391212059992,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1235.sp0705,1.1723128685189117,78.933,11.883,Free-living,Saline,Water (saline)
1642.MS00439,1.266068046070299,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2192.H04a.Nose.2079.lane5.NoIndex.L005,0.6689347601176252,41.88,-87.63,Host-associated,Animal,Animal secretion
1883.2010.338.Crump.Artic.LTREB.main.lane3.NoIndex,1.062460539395362,68.61838333,-149.5965,Free-living,Non-saline,Water (non-saline)
1883.2008.543.Crump.Artic.LTREB.main.lane3.NoIndex,0.9742297198778171,68.625966,-149.599022,Free-living,Non-saline,Water (non-saline)
807.C.S.12.a,1.1972565621812337,45.942894,-106.949183,Free-living,Non-saline,Sediment (non-saline)
2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences,1.228242052586925,41.01508,-72.52853,Host-associated,Plant,Plant rhizosphere
2229.W1.N21.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0160091024742102,-35.748,150.2545,Host-associated,Plant,Plant surface
925.SI1y,1.2437366113178636,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
925.IA1z,1.6680808287841435,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
945.P7.C8.lane2.NoIndex.L002,1.025267471844383,53.1,13.033,Free-living,Non-saline,Water (non-saline)
2080.S54D2585,0.9547873017999547,32.0,-52.333,Free-living,Saline,Water (saline)
1197.SE.20101008.GY.FF011.BC.205,1.1444452278684845,28.511,-88.529942,Free-living,Saline,Sediment (saline)
1622.UPMain.39.40B,1.0958423003700264,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
2192.H01a.Nose.63.lane6.NoIndex.L006,1.0426109425693768,41.88,-87.63,Host-associated,Animal,Animal secretion
1736.B15.1111,1.0154579882999573,-23.82,31.44,Host-associated,Animal,Animal distal gut
925.SE3x,1.5405590416428985,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
910.CuracaoCCA2B,1.0986393971270414,12.10975,-68.95636,Host-associated,Animal,Animal corpus
1883.2006.33.Crump.Artic.LTREB.main.lane1.NoIndex,0.9474151732101656,68.61035,-149.599766,Free-living,Non-saline,Water (non-saline)
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006,0.6956434043324718,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1747.209107.holding.pen.A.debris,1.1341158141989298,30.47,-81.67,Host-associated,Plant,Plant corpus
2229.S1.N1.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0165899622811465,-33.5995,151.3282,Host-associated,Plant,Plant surface
2382.SH005.C3.RH.4.669.leav.9.12.lane8.NoIndex.L008.sequences,1.9972027972027973,41.0152,-72.52808,Host-associated,Plant,Plant corpus
678.OA.mesocosm.425,1.049722558867814,50.338,-4.148,Free-living,Saline,Sediment (saline)
1064.G.CV242,1.0573388367958605,18.22,-65.99,Host-associated,Animal,Animal corpus
963.Iguana.27.053010.BCO.vial.162,0.9698485284327624,9.162,-79.829,Host-associated,Animal,Animal distal gut
2229.S2.T3.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0149751384053831,-41.871,148.3033,Host-associated,Plant,Plant surface
1235.sp1000,1.0964508967637776,78.933,11.883,Free-living,Saline,Water (saline)
1521.66.W.s.6.1.sequences,1.052333844314569,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
550.L6S37.s.6.sequence,0.614899450004661,40.015,-105.271,Host-associated,Animal,Animal secretion
1521.Aphid33.s.7.1.sequences,1.000708497287387,20.8,-156.33,Host-associated,Animal,Animal secretion
1064.G.CJV193,1.0044548986065078,18.22,-65.99,Host-associated,Animal,Animal corpus
678.T.RFLP.Sample.756,1.022076023554979,50.338,-4.148,Free-living,Saline,Sediment (saline)
722.LMEpi24M.3.s.3.1.sequence,1.6546818830996428,46.73,-94.686,Free-living,Non-saline,Water (non-saline)
755.INB.20.09.11.lane1.NoIndex.L001,1.0025661936624282,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1774.58Oral24.10.09,0.8764522841152432,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
945.P5.G3.lane2.NoIndex.L002,1.6458833373165531,53.167,13.033,Free-living,Non-saline,Water (non-saline)
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002,0.9618568740089252,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1521.Sample162.s.7.1.sequences,1.000041403585945,19.9,-155.58,Host-associated,Animal,Animal secretion
723.C10.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,0.9656038069297784,78.712,-104.878,Free-living,Saline,Water (saline)
2192.H04a.Dog.Nose.1965.lane6.NoIndex.L006,0.8444345215211637,41.88,-87.63,Host-associated,Animal,Animal secretion
550.L6S299.s.6.sequence,0.5895144695498468,40.015,-105.271,Host-associated,Animal,Animal secretion
550.L4S48.s.4.sequence,0.8533359640780475,40.015,-105.271,Host-associated,Animal,Animal surface
807.E.S.11.a,1.1040655324059836,45.414297,-106.440583,Free-living,Non-saline,Sediment (non-saline)
804.H08.073105.R2057,0.9787258389009988,30.125314,-42.118869,Free-living,Saline,Surface (saline)
1748.5.30.12.P.2.V,0.6051604035329198,40.01,-104.271,Host-associated,Animal,Animal surface
1642.MS00500,0.6431999968342582,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1240.0109TCDNA,1.1342079143105652,50.15,-4.13,Free-living,Saline,Water (saline)
1702.EB3,1.0101342201314576,42.05,128.067,Free-living,Non-saline,Soil (non-saline)
1696.VH0009A,0.9971086255341765,1.404,103.791,Host-associated,Animal,Animal distal gut
1748.5.30.12.P.21.V,0.8667815116698444,40.01,-105.271,Host-associated,Animal,Animal surface
2192.H03a.Kitchen.Light.Switch.1515.lane5.NoIndex.L005,0.759375898142759,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2229.W1.N1.8.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0.753441008376452,-33.9157,151.2643,Host-associated,Plant,Plant surface
723.IC2.S2.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,0.7346790726918854,78.712,-104.878,Free-living,Saline,Water (saline)
1747.209107.saliva,0.7332820635763164,30.47,-81.67,Host-associated,Animal,Animal secretion
804.LS11.72,1.084930761161676,44.597,8.7833,Free-living,Saline,Surface (saline)
1774.413.Vagi.Puer,0.7866338576157246,18.47,-66.11,Host-associated,Animal,Animal secretion
1521.Sample317.s.7.1.sequences,0.9966681972268392,19.9,-155.58,Host-associated,Animal,Animal secretion
861.X10.jul09,1.0016762658516898,20.91,-88.867,Free-living,Non-saline,Water (non-saline)
638.VAN65.120210.1,1.0268093656708257,-77.316,161.405,Free-living,Non-saline,Water (non-saline)
1883.2008.444.Crump.Artic.LTREB.main.lane2.NoIndex,1.3621717313922628,68.5896775,-149.1815373,Free-living,Non-saline,Surface (non-saline)
1883.2007.453.Crump.Artic.LTREB.main.lane2.NoIndex,1.0001762524493565,68.6256,-149.59605,Free-living,Non-saline,Water (non-saline)
2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences,1.3411091374007094,41.01501,-72.5286,Host-associated,Plant,Plant rhizosphere
1716.McG.PAPrS33,1.493067837635094,9.143796136,-79.7167695,Free-living,Non-saline,Soil (non-saline)
2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences,1.2097452387011052,41.02525,-72.46158,Host-associated,Plant,Plant rhizosphere
1734.LD.NBS1083E,0.9905299954648326,17.746,-88.065,Host-associated,Animal,Animal distal gut
1521.37.W.s.6.1.sequences,1.050091896810591,40.02,-105.48,Free-living,Non-saline,Water (non-saline)
2192.H03a.Nose.1383.lane6.NoIndex.L006,1.0005677808380948,41.88,-87.63,Host-associated,Animal,Animal secretion
678.OA.mesocosm.375,1.0385846844116544,50.338,-4.148,Free-living,Saline,Sediment (saline)
910.CuracaoTurf2C,1.2535844048841105,12.10975,-68.95636,Host-associated,Plant,Plant corpus
940.GH.01.Ventral,1.0444813678955427,39.19,-108.28,Host-associated,Animal,Animal surface
1747.200188.saliva,0.7757130038868629,30.47,-81.67,Host-associated,Animal,Animal secretion
1030.TVF.2004.Loc5.D10.Rep5,1.1826921296009505,64.35,-145.64,Free-living,Non-saline,Soil (non-saline)
1774.160.Vagi.Puer,1.0042849551401187,18.47,-66.11,Host-associated,Animal,Animal secretion
1235.sp1274,1.18506880035198,78.933,11.883,Free-living,Saline,Water (saline)
2229.S2.N1.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0818392852041034,-33.5995,151.3282,Host-associated,Plant,Plant surface
1521.EB021.s.6.1.sequences,1.0978266454489414,-77.52,162.89,Free-living,Non-saline,Soil (non-saline)
1734.BD.ERD506,0.0372617157097465,17.746,-88.065,Host-associated,Animal,Animal distal gut
1883.2008.051.Crump.Artic.LTREB.main.lane2.NoIndex,0.9947033293422112,68.98633,-149.89803,Free-living,Non-saline,Water (non-saline)
755.INB.19.07.11.lane1.NoIndex.L001,0.9854860570215171,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
550.L4S173.s.4.sequence,0.9523690252654828,40.015,-105.271,Host-associated,Animal,Animal surface
1642.MS00369,0.8114088199158845,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1222.2B2.5.6.06,0.9618934173371066,60.27,5.22,Free-living,Saline,Water (saline)
1453.54432SDZ1.H3.Tfran.stom,1.2188884192690272,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1748.6.15.12.I.5.D,0.9654333765063354,40.01,-105.271,Host-associated,Animal,Animal surface
1064.G.CV211,1.1710631217719851,18.22,-65.99,Host-associated,Animal,Animal corpus
550.L6S45.s.6.sequence,0.6400437621061791,40.015,-105.271,Host-associated,Animal,Animal secretion
2192.H02a.Nose.609.lane6.NoIndex.L006,0.9113758869127678,41.88,-87.63,Host-associated,Animal,Animal secretion
1038.MF2.2,1.0321545484004957,44.62,-123.32,Free-living,Non-saline,Soil (non-saline)
1034.ZKA2,1.1320080284127576,74.48202,-20.53167,Free-living,Non-saline,Soil (non-saline)
2382.RU006.C181.RH.3.789.leav.9.12.lane8.NoIndex.L008.sequences,1.958790835299292,41.00943,-72.49403,Host-associated,Plant,Plant corpus
1579.D.3.0,1.1426440646794889,20.086,-155.829,Free-living,Non-saline,Soil (non-saline)
1453.54379SDZ1.F8.Tcris.stom,1.1765103211409544,32.72,-117.16,Host-associated,Animal,Animal proximal gut
722.M11Plmr.3.s.3.1.sequence,0.9517061519263296,40.015,-105.271,Host-associated,Animal,Animal surface
2229.S1.N1.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0744634141331584,-34.0565,151.1567,Host-associated,Plant,Plant surface
958.N.02,0.8830433948582354,40.863,14.273,Host-associated,Animal,Animal secretion
2229.S2.N12.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0474682161193034,-34.0193,151.2315,Host-associated,Plant,Plant surface
1064.G.CJV201,1.0100434861581529,18.22,-65.99,Host-associated,Animal,Animal corpus
2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences,1.1368114608038409,41.01036,-72.53056,Host-associated,Plant,Plant rhizosphere
1883.2008.291.Crump.Artic.LTREB.main.lane2.NoIndex,1.0213546171642462,68.634241,-149.602759,Free-living,Non-saline,Surface (non-saline)
925.SI4z,1.2049799911071588,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
925.IA4y,1.089968774395004,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
2192.H04a.Kitchen.Light.Switch.1899.lane6.NoIndex.L006,0.9277172869641536,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1774.458.Oral.Puer,0.991191819263894,18.47,-66.11,Host-associated,Animal,Animal secretion
1774.L578.Inte.Puer,1.0039047982760534,18.47,-66.11,Host-associated,Animal,Animal distal gut
1526.HCanyon1R3,1.0406305372385898,37.552,-110.675,Free-living,Non-saline,Soil (non-saline)
550.L6S128.s.6.sequence,0.7065980206864281,40.015,-105.271,Host-associated,Animal,Animal secretion
1235.sp0756,1.1682520501268714,78.933,11.883,Free-living,Saline,Water (saline)
1883.2008.303.Crump.Artic.LTREB.main.lane2.NoIndex,1.2738528471585835,68.601493,-149.579071,Free-living,Non-saline,Sediment (non-saline)
1235.sp1392,1.0078974835962486,78.933,11.883,Free-living,Saline,Water (saline)
1037.SBS3.OM2C0.ORG,1.044081928008284,52.32,-121.92,Free-living,Non-saline,Soil (non-saline)
1713.McG.L3K02,1.0732624678968088,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences,1.0495275763036092,41.06283,-72.45028,Host-associated,Plant,Plant rhizosphere
933.W.1.2.S.E.5,1.0019375454394248,-31.78883,115.678783,Host-associated,Plant,Plant surface
1774.5Oral22.10.09,0.9429050312446516,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
1665.RWB2011NOV08.01,1.0026703960430638,19.63999,-155.99693,Host-associated,Animal,Animal surface
2229.S2.N13.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.2786389692735889,-33.9667,151.257,Host-associated,Plant,Plant surface
2192.H01a.Nose.300.lane6.NoIndex.L006,0.9910424333017812,41.88,-87.63,Host-associated,Animal,Animal secretion
2229.W2.N1.8.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0,-33.9157,151.2643,Host-associated,Plant,Plant surface
638.RMK.ENR.4.1,1.0231937585328696,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
2300.BB.4067.anus,0.887063805890659,48.4297,-96.28949,Host-associated,Animal,Animal distal gut
1242.ME28Nov00EB2R1,1.033814269544033,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
550.L2S55.s.2.sequence,0.6545855969489449,40.015,-105.271,Host-associated,Animal,Animal distal gut
2192.H04a.Foot.1928.lane6.NoIndex.L006,0.8969288275207359,41.88,-87.63,Host-associated,Animal,Animal surface
1064.W.CJV185,0.3299015005648998,18.22,-65.99,Host-associated,Animal,Animal corpus
945.P10.D6.lane3.NoIndex.L003,0.9598731331756384,53.333,13.433,Free-living,Non-saline,Water (non-saline)
864.12.CON.addV.noW.Fes.lane2.NoIndex,0.9270606205331956,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
2192.H04a.Dog.Nose.1989.lane6.NoIndex.L006,1.01078340171694,41.88,-87.63,Host-associated,Animal,Animal secretion
945.P12.F4.lane5.NoIndex.L005,1.0045150964953344,53.517,12.7,Free-living,Non-saline,Water (non-saline)
1240.0911B,0.9805552806809066,50.15,-4.13,Free-living,Saline,Water (saline)
945.P1.B2.lane2.NoIndex.L002,0.9207009864965108,53.167,13.033,Free-living,Non-saline,Water (non-saline)
1033.Antarctic.soil.3B.7.2,0.9305913249625626,-62.05,-58.24,Free-living,Non-saline,Soil (non-saline)
1734.LD.Stulil2,0.2732948760587782,17.746,-88.065,Host-associated,Animal,Animal distal gut
2192.H01a.Front.Door.Knob.5.lane1.NoIndex.L001,0.998134826124356,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1883.2009.293.Crump.Artic.LTREB.main.lane3.NoIndex,1.066459006190375,68.59688333,-149.60125,Free-living,Non-saline,Water (non-saline)
550.L6S166.s.6.sequence,0.9243995439105483,40.015,-105.271,Host-associated,Animal,Animal secretion
1064.G.CV328,1.0,18.22,-65.99,Host-associated,Animal,Animal corpus
1198.NOR11.STA2.CORE1.1of3,1.021246206184035,78.243,15.657,Free-living,Saline,Sediment (saline)
2229.S1.T3.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0087589116162592,-41.871,148.3033,Host-associated,Plant,Plant surface
722.F11Plmr.5.s.6.1.sequence,0.9781022340949522,40.015,-105.271,Host-associated,Animal,Animal surface
1883.2008.435.Crump.Artic.LTREB.main.lane2.NoIndex,1.1918583316030933,68.705,-149.7316667,Free-living,Non-saline,Sediment (non-saline)
1717.KBC13.experimental.plot,1.3616853208073316,0.1015,34.511,Free-living,Non-saline,Soil (non-saline)
678.seasonal.insitu.sample.539,1.0310366428358593,50.338,-4.148,Free-living,Saline,Sediment (saline)
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005,0.9838325103101896,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1198.NOR13.STA2.CORE1.3of3,1.005539252654711,78.243,15.657,Free-living,Saline,Sediment (saline)
958.O.04,0.9548607816464492,40.863,14.273,Host-associated,Animal,Animal secretion
1748.5.30.12.P.12.D,0.975635449903518,40.01,-105.271,Host-associated,Animal,Animal surface
1030.TVF.2010.Loc5.D10.Rep4,1.2545519868753054,64.33,-145.69,Free-living,Non-saline,Soil (non-saline)
1198.NOR12.STA2.CORE1.2of3,1.04208535185121,78.243,15.657,Free-living,Saline,Sediment (saline)
2192.H02a.Bedroom.Floor.820.lane2.NoIndex.L002,0.9873388466223434,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
